1;3M PERU
2;A. TARRILLO BARBA
3;ABBOTT
4;ABBVIE SAS
5;ABL PHARMA
6;AC FARMA
7;ACCORD
8;ADVANCE PRODUCTS
9;ADVANCE SCIENTIFIC
10;AG FARMA
11;AGRIPINO SARMIENTO
12;ALBIS
13;ALCON
14;ALFARO
15;ALFER FARMACEUTICA
16;ALM
17;ALPHARMA
18;AMEX PHARMA
19;AMILPHARM
20;ANDINA DE SERVICIOS
21;ANDREU
22;APOYO A PROGRAMAS DE POBLACION
23;ARIAL PERU BIOFARMACEUTICA
24;ARION MASON
25;ARPHAM
26;ASCLEP PHARMA
27;ASG INVERSIONES
28;ASPEN PERU
29;ASTRAZENECA
30;AVANX
31;AVSA
32;AXON
33;B.BRAUN
34;BAGO
35;BAXLEY GROUP
36;BAXTER
37;BAYER
38;BELOFARM
39;BETA PHARMA
40;BIO REG PHARM
41;BIOCROM
42;BIOGENERICOS INTERCAMBIABLES
43;BIOPAS
44;BIOS PERU
45;BIOSANA
46;BIOSYNTEC
47;BIOTEC
48;BIOTECH
49;BIOTEFAR
50;BIOTOSCANA
51;BMS PERU
52;BOEHRINGER
53;BORSUAS
54;BOTICAS Y SALUD
55;BQ
56;BRAND AND MARKETING
57;BRATOM
58;BRAWN
59;BRISAFARMA
60;C Y R PHARMACEUTICAL
61;CAFERMA
62;CAMED
63;CAMTER
64;CAPLIN
65;CARDIO PERFUSION
66;CASTA�EDA VECKARICH CARLOS GERARDO
67;CAVIAL
68;CENTRUM
69;CFARMA
70;CHIF
71;CIBELLI
72;CIFARMA
73;CIPA
74;COMIESA
75;CONCEPT PHARM.
76;CONS. FARMAC. BIOCHIMICO
77;CONTINENTAL
78;CORP. EMPRESARIAL LEON
79;COVIDIEN
80;CRESPAL
81;D&M PHARMA
82;D'AMILPHARM
83;DANY
84;DAXLEY DEL PERU S.A.C.
85;DELFARMA
86;DENT IMPORT
87;DENTAID
88;DEUTSCHE PHARMA
89;DICAR
90;DIDENT
91;DIGEMID
92;DIS.TINMAR MEDIC.
93;DISTR. DROG. SAGITARIO
94;DKFARMA
95;DM
96;D'OLAPHARM
97;DREXIM
98;DRINTEFA
99;DROG AVENTIS
100;DROG. AMBEL
101;DROG. ARGENTINA
102;DROG. BIOMEDIC
103;DROG. BRATOM
104;DROG. CIAR MEDICAL
105;DROG. D�OLAPHARM
106;DROG. E & L
107;DROG. E.S.C. PHARMED
108;DROG. INFARVAL
109;DROG. INVERS. JPS
110;DROG. L & P
111;DROG. LIMA
112;DROG. OFTALMOMEDICA
113;DROG. REYES
114;DROG. SUNSHINE
115;DROG. UNIDAS DEL PERU
116;DROGUERIA PERU
117;DROGUERIA Y DISTRIBUIDORA PACIFICO
118;DROISA
119;DROKASA
120;DRONNVELS
121;DRONNVELS CENTRO SOCIEDAD COMERCIAL
122;DROPESAC
123;DUBONP
124;E&A VERONA
125;E.E.
126;ECHOPHARMA
127;ECKERD
128;ELI LILLY
129;ELIFARMA
130;ELVETIUM
131;EMCURE PHARMA PERU
132;EMP. MULTIN. DE IMP. Y EXP.
133;ESKE
134;ESPECIALIDADES OFTALMOLOGICAS
135;ESPECT
136;EUROFARMA PERU
137;EXCELLAN PERU
138;EXMEK
139;FAPIET
140;FARBIOMEDIC
141;FARBIOQUIMSA
142;FARBO
143;FARMA DEL PACIFICO
144;FARMA TRADE
145;FARMAC.DEL PERU
146;FARMAC.LATINA
147;FARMACEUT. AMERICA
148;FARMACEUTICA BQ
149;FARMACEUTICA CONTINENTAL
150;FARMACEUTICA OTARVASQ
151;FARMACEUTICO PERUANO
152;FARMACHAL
153;FARMACHIF
154;FARMACIAS PERUANAS
155;FARMACOM
156;FARMADUAL
